[label]	assay_label	pubmedID
miR-196b and Ins2 (mouse) co-expression conclusion	transfection 385	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection 385	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection 385	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection 385	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection 385	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection 385	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection 385	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection 385	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	luciferase assay 384	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	luciferase assay 384	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	luciferase assay 384	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	luciferase assay 384	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	luciferase assay 384	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	luciferase assay 384	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	luciferase assay 384	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	luciferase assay 384	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	luciferase assay 384	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	luciferase assay 384	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	luciferase assay 384	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection of Ago2 siRNA 386	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection of Ago2 siRNA 386	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection of Ago2 siRNA 386	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection of Ago2 siRNA 386	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection of Ago2 siRNA 386	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection of Ago2 siRNA 386	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection of Ago2 siRNA 386	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection of Ago2 siRNA 386	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection of Ago2 siRNA 386	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection of Ago2 siRNA 386	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	transfection of Ago2 siRNA 386	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 390	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 390	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 390	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 390	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 390	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 390	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 390	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 390	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 390	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 390	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 390	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	RT- qPCR 393	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	RT- qPCR 393	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	RT- qPCR 393	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	RT- qPCR 393	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	RT- qPCR 393	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	RT- qPCR 393	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	RT- qPCR 393	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	RT- qPCR 393	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	RT- qPCR 393	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	RT- qPCR 393	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	RT- qPCR 393	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 389	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 389	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 389	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 389	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 389	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 389	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 389	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 389	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 389	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 389	PubMed 25003985
miR-196b and Ins2 (mouse) co-expression conclusion	ribonucleoprotein immunoprecipitation (RIP) analysis 389	PubMed 25003985
miR-19a and Bace1 (rat) co-expression conclusion	qPCR 414	PubMed 24401376
miR-19a and Bace1 (rat) co-expression conclusion	qPCR 414	PubMed 24401370
miR-19a and Bace1 (rat) co-expression conclusion	qPCR 413	PubMed 24401376
miR-19a and Bace1 (rat) co-expression conclusion	qPCR 413	PubMed 24401370
miR-19a and CCND1 (human) co-expression conclusion	luciferase assay reporter assay 412	PubMed 20133739
miR-200b and ETS1 (human) co-expression conclusion	western blot 427	PubMed 21081489
miR-200b and ETS1 (human) co-expression conclusion	western blot 427	PubMed 21081489
miR-200b and ETS1 (human) co-expression conclusion	western blot 427	PubMed 21081489
miR-200b and ETS1 (human) co-expression conclusion	real time PCR 426	PubMed 21081489
miR-200b and ETS1 (human) co-expression conclusion	real time PCR 426	PubMed 21081489
miR-200b and ETS1 (human) co-expression conclusion	real time PCR 426	PubMed 21081489
miR-200b and ETS1 (human) co-expression conclusion	luciferase assay 425	PubMed 21081489
miR-200b and ETS1 (human) co-expression conclusion	luciferase assay 425	PubMed 21081489
miR-200b and ETS1 (human) co-expression conclusion	luciferase assay 425	PubMed 21081489
miR-200c and HMOX1 (human) co-expression conclusion	RT-PCR 428	PubMed 23281030
miR-200c and ROS1 (human) co-expression conclusion	RT-PCR 430	PubMed 23281030
miR-200c and TGFB2 (human) co-expression conclusion	RT-PCR 429	PubMed 23281030
miR-208a and Cbx1 (mouse) co-expression conclusion	western blot 451	PubMed 19922871
miR-208a and Cbx1 (mouse) co-expression conclusion	western blot 451	PubMed 19922871
miR-208a and Cbx1 (mouse) co-expression conclusion	luciferase assay 447	PubMed 19922871
miR-208a and Cbx1 (mouse) co-expression conclusion	luciferase assay 447	PubMed 19922871
miR-208a and Sp3 (mouse) co-expression conclusion	western blot 450	PubMed 19922871
miR-208a and Sp3 (mouse) co-expression conclusion	western blot 450	PubMed 19922871
miR-208a and Sp3 (mouse) co-expression conclusion	luciferase assay 446	PubMed 19922871
miR-208a and Sp3 (mouse) co-expression conclusion	luciferase assay 446	PubMed 19922871
miR-208b and Myh7b (mouse) co-expression conclusion	Taqman RT-PCR 455	PubMed 19690046
miR-20a and ULK1 (human) co-expression conclusion	luciferase assays 460	PubMed 22781751
miR-21 and IRAK1 (human) co-expression conclusion	luciferase assay 467	PubMed 23633945
miR-21 and PPARA (human) co-expression conclusion	luciferase assays 495	PubMed 21636785
miR-21 and Pdcd4 (mouse) co-expression conclusion	real-time RT-PCR 513	PubMed 25277076
miR-21 and Pdcd4 (mouse) co-expression conclusion	real-time RT-PCR 513	PubMed 19946272
miR-21 and Pdcd4 (mouse) co-expression conclusion	Immunoblot analysis 478	PubMed 25277076
miR-21 and Pdcd4 (mouse) co-expression conclusion	Immunoblot analysis 478	PubMed 19946272
miR-21 and Pten (mouse) co-expression conclusion	real-time RT-PCR 512	PubMed 25277076
miR-21 and Pten (mouse) co-expression conclusion	real-time RT-PCR 512	PubMed 20404348
miR-21 and Pten (mouse) co-expression conclusion	Immunoblot analysis 478	PubMed 25277076
miR-21 and Pten (mouse) co-expression conclusion	Immunoblot analysis 478	PubMed 20404348
miR-21 and RASGRP1 (human) co-expression conclusion	luciferase assay reporter assay 470	PubMed 20483747
miR-21 and Reck (mouse) co-expression conclusion	real-time RT-PCR 514	PubMed 25277076
miR-21 and Spry1 (rat) co-expression conclusion	western blot 503	PubMed 19043405
miR-21 and Spry1 (rat) co-expression conclusion	western blot 503	PubMed 19043405
miR-21 and Spry1 (rat) co-expression conclusion	western blot 503	PubMed 19043405
miR-21 and Spry1 (rat) co-expression conclusion	luciferase assays 502	PubMed 19043405
miR-21 and Spry1 (rat) co-expression conclusion	luciferase assays 502	PubMed 19043405
miR-21 and Spry1 (rat) co-expression conclusion	luciferase assays 502	PubMed 19043405
miR-21 and Timp3 (mouse) co-expression conclusion	real-time RT-PCR 515	PubMed 25277076
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immunostaining 529	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immunostaining 529	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immunostaining 529	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immunostaining 529	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immunostaining 529	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immunostaining 529	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immunostaining 529	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immunostaining 529	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immunostaining 529	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immunostaining 529	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 535	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 535	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 535	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 535	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 535	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 535	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 535	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 535	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 535	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 535	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 532	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	luciferase assay 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 533	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 531	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 531	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 531	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 531	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 531	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 531	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 531	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 531	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 531	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 531	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 534	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 530	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 530	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 530	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 530	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 530	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 530	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 530	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 530	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 530	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	western blot 530	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	transfection 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 536	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 536	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 536	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 536	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 536	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 536	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 536	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 536	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 536	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	Real-time PCR 536	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	qRT-PCR 528	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immnuoprecipitation 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immnuoprecipitation 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immnuoprecipitation 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immnuoprecipitation 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immnuoprecipitation 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immnuoprecipitation 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immnuoprecipitation 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immnuoprecipitation 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immnuoprecipitation 527	PubMed 19818710
miR-214 and Ezh2 (mouse) co-expression conclusion	immnuoprecipitation 527	PubMed 19818710
miR-214 and QKI (human) co-expression conclusion	luciferase assays 544	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	luciferase assays 544	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	luciferase assays 544	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	luciferase assays 544	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	western blot 546	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	western blot 546	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	western blot 546	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	western blot 546	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	qRT-PCR 545	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	qRT-PCR 545	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	qRT-PCR 545	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	qRT-PCR 545	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	qRT-PCR 546	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	qRT-PCR 546	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	qRT-PCR 546	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	qRT-PCR 546	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	Matrigel angiogenesis assay 547	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	Matrigel angiogenesis assay 547	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	Matrigel angiogenesis assay 547	PubMed 22227154
miR-214 and QKI (human) co-expression conclusion	Matrigel angiogenesis assay 547	PubMed 22227154
miR-22 and CYR61 (human) co-expression conclusion	real time PCR 578	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	real time PCR 578	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	real time PCR 578	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	real time PCR 578	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	luciferase assay 576	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	luciferase assay 576	PubMed 24449575
miR-22 and CYR61 (human) co-expression conclusion	luciferase assay 576	PubMed 24449575
